TARGET,loyalty,ID,age,city,LOR,prod_A,type_A,type_B,prod_B,turnover_A,turnover_B,contract,age_P,lor_M
N,99,8704,26,2,1,1,3,3,1,373.1813465,220.5696751,2,26,15
N,2,8707,65,2,3,1,3,6,1,344.9739716,1167.004389,2,65,39
N,1,8708,34,1,0,0,0,0,0,376.8438026,248.4258531,2,34,3
N,99,8710,32,2,1,1,3,3,1,367.927684,210.6078335,2,32,15
N,1,8714,26,2,3,0,0,3,1,358.600398,226.1466635,2,26,39
N,3,8716,23,2,1,1,3,3,1,364.9564815,244.6103874,2,23,15
N,99,8717,40,2,0,0,0,0,0,322.2966128,223.8262882,2,40,3
N,3,8720,29,2,2,1,3,3,1,381.1676135,225.9646407,2,29,27
N,3,8724,23,2,1,1,3,3,1,361.7029769,218.5667747,2,23,15
N,3,8730,31,2,3,1,3,3,1,315.2047804,221.7007027,2,31,39
N,2,8731,25,2,1,1,3,3,1,311.4402852,214.4759056,2,25,15
N,3,8732,25,2,1,1,3,3,1,339.5524085,201.7638758,2,25,15
N,3,8734,32,2,1,1,3,3,1,304.8564349,204.2778461,2,32,15
N,3,8736,42,2,1,0,0,3,1,312.4698695,223.2944811,2,42,15
N,3,8738,26,2,1,1,3,3,1,330.787262,223.6651634,2,26,15
N,3,8739,24,2,1,1,3,3,1,396.8771924,201.2828322,2,24,15
N,99,8740,43,2,1,1,3,3,1,335.512285,205.6555137,2,43,15
N,3,8741,28,2,1,1,3,3,1,381.4503804,247.0875024,2,28,15
N,2,8745,55,2,2,1,3,6,1,320.1306184,776.3847515,2,55,27
N,99,8749,23,2,1,1,3,3,1,358.1701214,209.3184982,2,23,15
N,99,8750,23,2,0,0,0,0,0,302.2527418,209.7720033,2,23,3
N,99,8751,23,2,0,0,0,0,0,367.6458835,220.568867,2,23,3
N,99,8753,53,2,1,1,3,3,1,333.6140314,227.9407278,2,53,15
N,1,8755,43,2,2,1,3,3,1,343.6176817,215.4953023,2,43,27
N,99,8756,23,2,0,0,0,0,0,370.2880773,224.6695084,2,23,3
N,1,8758,25,2,2,1,3,3,1,332.0373118,234.5622781,2,25,27
N,99,8759,23,2,0,0,0,0,0,378.4117604,214.2936425,2,23,3
N,2,8760,23,11,2,1,3,3,1,355.674005,220.124752,2,23,27
N,1,8761,57,187,0,0,0,0,0,394.4694645,245.2706437,2,57,3
N,1,8764,23,2,3,1,3,3,1,428.3818719,308.8601226,2,23,39
N,1,8765,67,2,1,0,0,3,1,351.6660231,395.6062774,2,67,15
N,3,8767,24,2,1,1,3,3,1,357.624458,232.5963218,2,24,15
N,2,8768,39,2,2,1,3,6,1,398.8594207,766.551148,2,39,27
N,2,8773,27,2,2,1,3,3,1,336.0410072,249.7799398,2,27,27
N,99,8774,23,2,1,1,3,3,1,367.7617691,225.8215783,2,23,15
N,99,8775,24,2,0,0,0,0,0,347.8332704,219.8413506,2,24,3
N,99,8776,25,2,0,0,0,0,0,343.766238,239.7243573,2,25,3
N,3,8778,23,2,1,1,3,3,1,304.4103356,235.0279955,2,23,15
N,99,8779,23,2,0,0,0,0,0,302.6802292,240.6472576,2,23,3
N,99,8781,23,2,1,1,3,3,1,362.565184,202.195022,2,23,15
N,3,8783,23,2,1,1,3,3,1,399.2759032,249.1802304,2,23,15
N,3,8784,32,2,1,1,3,3,1,301.588878,220.2678449,2,32,15
N,99,8787,45,2,0,0,0,0,0,392.0833565,230.0274791,2,45,3
N,3,8788,67,2,1,0,0,3,1,388.0308271,3394.776034,2,67,15
N,1,8790,31,2,2,1,3,3,1,375.3956394,234.2420733,2,31,27
N,99,8796,25,2,0,0,0,0,0,387.00832,204.0318431,2,25,3
N,3,8798,24,2,1,1,3,3,1,386.861364,203.4118284,2,24,15
N,99,8799,25,2,1,1,3,3,1,320.6977967,238.6578581,2,25,15
N,3,8800,23,2,1,1,3,3,1,385.2143488,220.8493312,2,23,15
N,99,8804,32,2,1,1,3,3,1,378.2359683,218.8097728,2,32,15
N,1,8805,23,1,2,1,3,3,1,468.8687089,333.9580536,2,23,27
N,2,8808,26,2,0,0,0,0,0,334.6156665,240.2930493,2,26,3
N,1,8809,42,2,1,1,3,3,1,400.6891515,244.29979,2,42,15
N,3,8810,28,2,1,1,3,3,1,370.364405,207.1106287,2,28,15
N,99,8811,23,2,0,0,0,0,0,385.5912023,231.6669621,2,23,3
N,3,8812,23,2,1,1,3,3,1,312.4522492,246.3910586,2,23,15
N,99,8813,27,2,1,1,3,3,1,324.5364133,203.6635394,2,27,15
N,2,8814,25,7,1,1,3,3,1,344.8544418,257.9003266,2,25,15
N,2,8815,35,2,2,1,3,3,1,340.9085671,206.650996,2,35,27
N,99,8820,35,2,0,0,0,0,0,369.165604,214.1283961,2,35,3
N,3,8821,24,2,2,1,3,3,1,354.7256799,225.5294076,2,24,27
N,1,8822,45,2,1,1,3,3,1,314.4042374,249.835056,2,45,15
N,1,8823,40,2,2,1,3,3,1,334.3558062,240.8155851,2,40,27
N,99,8824,34,2,1,1,3,3,1,344.9867276,244.2431654,2,34,15
N,2,8825,33,2,1,1,3,3,1,398.8192666,210.4332419,2,33,15
N,1,8826,23,2,4,0,0,3,1,398.7277611,237.5203704,2,23,51
N,99,8828,23,2,0,0,0,0,0,309.2676837,221.3333411,2,23,3
N,99,8829,23,2,1,1,3,3,1,357.259391,229.9300271,2,23,15
N,1,8830,27,2,2,1,3,3,1,379.090353,266.661615,2,27,27
N,99,8835,37,2,0,0,0,0,0,311.2365106,215.1308469,2,37,3
N,3,8837,23,2,1,1,3,3,1,322.2410028,248.5281293,2,23,15
N,3,8841,39,2,1,1,3,3,1,367.7269123,230.9737975,2,39,15
N,3,8847,28,2,1,1,3,3,1,365.8547978,228.9716784,2,28,15
N,99,8853,24,2,1,1,3,3,1,377.1620722,238.7143401,2,24,15
N,3,8854,25,2,1,1,3,3,1,356.740505,209.3553337,2,25,15
N,1,8856,37,2,1,1,3,3,1,322.2071527,213.9958833,2,37,15
N,3,8857,39,2,2,1,3,3,1,348.1381913,224.1585436,2,39,27
N,99,8859,35,2,0,0,0,0,0,375.2921392,244.7193214,2,35,3
N,1,8860,49,2,1,1,3,3,1,303.0985211,220.5113641,2,49,15
N,2,8861,36,2,2,1,3,3,1,457.0437847,346.6414968,2,36,27
N,3,8862,23,2,1,1,3,3,1,300.6575641,214.8851023,2,23,15
N,99,8863,30,2,0,0,0,0,0,365.825056,206.2219382,2,30,3
N,99,8867,25,2,0,0,0,0,0,376.4428419,249.3375679,2,25,3
N,3,8869,46,2,1,1,3,3,1,330.2861005,208.0859759,2,46,15
N,2,8872,23,2,1,1,3,3,1,318.6454166,210.0880678,2,23,15
N,99,8874,27,2,1,1,3,3,1,302.7819461,217.6654522,2,27,15
N,99,8876,26,2,1,1,3,3,1,353.8944748,203.8483468,2,26,15
N,1,8877,47,2,4,1,3,3,1,351.7198366,234.6262566,2,47,51
N,99,8879,45,-999999,0,0,0,0,0,378.8153247,207.0154889,2,45,3
N,3,8884,42,2,2,1,3,6,1,380.22287,3214.443921,2,42,27
N,3,8889,23,2,1,1,3,3,1,343.3474886,219.3810105,2,23,15
N,1,8892,40,2,3,1,3,3,1,313.4901768,237.1109835,2,40,39
N,2,8894,92,2,2,1,3,6,1,323.8566743,2781.529903,2,92,27
N,1,8896,31,2,1,0,0,3,1,350.7186342,671.5605302,2,31,15
N,99,8897,25,2,1,1,3,3,1,341.0665197,211.0519859,2,25,15
N,1,8899,32,2,3,1,3,3,1,357.5648694,224.1511265,2,32,39
N,3,8903,23,2,1,1,3,3,1,394.6441623,224.0567941,2,23,15
N,2,8905,31,2,2,1,3,3,1,393.7940406,252.9407886,2,31,27
N,99,8907,25,2,0,0,0,0,0,394.0624495,243.690278,2,25,3
N,99,8909,34,2,0,0,0,0,0,346.1719757,202.6489326,2,34,3
N,3,8914,24,2,1,1,3,3,1,397.4466908,223.5682816,2,24,15
N,3,8915,23,2,2,1,3,3,1,330.4613869,223.1653278,2,23,27
N,3,8917,38,2,1,1,3,3,1,393.480153,214.0364741,2,38,15
N,99,8919,23,2,0,0,0,0,0,344.7584264,231.3332021,2,23,3
N,3,8921,26,2,1,1,3,3,1,305.5857989,212.124571,2,26,15
N,1,8922,39,2,2,1,3,6,1,605.2702727,2201.562718,2,39,27
N,2,8923,32,2,2,1,3,3,1,333.797687,272.4196636,2,32,27
N,3,8927,31,2,1,1,3,3,1,356.3987508,224.2189727,2,31,15
N,1,8928,65,114,0,0,0,0,0,352.5995841,229.790011,2,65,3
N,1,8929,36,2,3,1,3,3,1,313.424388,245.50978,2,36,39
N,2,8932,23,2,1,1,3,3,1,342.9879087,238.2607208,2,23,15
N,99,8933,39,2,0,0,0,0,0,398.5028341,229.0305962,2,39,3
N,3,8934,24,2,1,1,3,3,1,307.0038149,214.5208504,2,24,15
N,2,8940,26,2,2,1,3,3,1,344.9627563,221.8552914,2,26,27
N,3,8943,26,2,1,1,3,3,1,302.3360046,229.411135,2,26,15
N,1,8944,41,2,2,1,3,3,1,388.8039321,233.5897892,2,41,27
N,2,8945,76,2,2,1,3,6,1,389.4535583,305.5452124,2,76,27
N,1,8946,59,2,1,1,3,3,1,386.6095128,230.7714902,2,59,15
N,2,8949,23,2,2,1,3,3,1,395.3150481,227.945203,2,23,27
N,3,8951,37,2,1,1,3,3,1,315.0475245,214.1851046,2,37,15
N,99,8954,45,2,0,0,0,0,0,360.408044,222.8664163,2,45,3
N,2,8955,26,9,1,1,3,3,1,419.8309332,245.734245,2,26,15
N,2,8957,34,2,3,1,3,3,1,370.1360629,242.3386343,2,34,39
N,99,8959,40,2,0,0,0,0,0,367.5857241,200.9570408,2,40,3
N,99,8960,26,2,1,1,3,3,1,345.1707776,209.6108887,2,26,15
N,99,8961,25,2,0,0,0,0,0,331.8857342,228.9966719,2,25,3
N,1,8966,23,2,2,1,3,3,1,339.8633179,244.8093872,2,23,27
N,3,8967,32,2,1,1,3,3,1,327.7694521,218.5152146,2,32,15
N,1,8969,31,2,2,1,3,3,1,316.8460245,230.1788782,2,31,27
N,3,8970,24,2,1,1,3,3,1,341.2843565,226.916633,2,24,15
N,3,8971,24,2,1,1,3,3,1,341.9125014,221.9840514,2,24,15
N,1,8972,48,2,3,1,3,3,1,484.9053421,341.706352,2,48,39
N,3,8973,41,2,1,0,0,3,1,314.7118164,2854.579517,2,41,15
N,2,8976,35,2,3,0,0,3,1,346.9673943,244.9279796,2,35,39
N,1,8977,26,11,2,1,3,3,1,360.6009892,252.1213901,2,26,27
N,3,8978,25,2,1,1,3,3,1,314.0900005,234.9588994,2,25,15
N,3,8979,38,2,2,1,3,6,1,376.0721193,367.4179651,2,38,27
N,1,8981,39,2,1,1,3,3,1,327.4977876,271.2150391,2,39,15
N,2,8983,40,2,1,1,3,3,1,338.5619409,210.2650057,2,40,15
N,1,8984,23,2,2,1,3,3,1,354.9269915,247.7816815,2,23,27
N,1,8986,40,12,1,1,3,3,1,483.1095089,331.0569217,2,40,15
N,99,8993,70,2,3,0,0,3,1,312.0844147,233.4484225,2,70,39
N,99,8995,58,2,0,0,0,0,0,395.3054968,216.2573326,2,58,3
N,99,8997,29,2,1,1,3,3,1,347.4258235,224.367373,2,29,15
N,99,8998,70,2,0,0,0,0,0,389.203259,246.3510349,2,70,3
N,99,8999,24,2,0,0,0,0,0,353.4829591,236.5976989,2,24,3
N,1,9001,63,2,2,1,3,6,1,308.4974983,2945.633399,2,63,27
N,1,9002,23,2,2,1,3,3,1,400.2479502,225.5529623,2,23,27
N,1,9003,37,2,2,1,3,6,1,306.186783,765.5206172,2,37,27
N,99,9004,24,2,0,0,0,0,0,340.3539662,220.6727498,2,24,3
N,1,9005,41,2,2,0,0,3,1,353.0666118,226.8351672,2,41,27
N,1,9006,46,2,3,1,3,3,1,369.8073243,226.1111966,2,46,39
N,3,9007,64,2,1,0,0,3,1,356.2898735,4737.480649,2,64,15
N,99,9010,38,2,1,1,3,3,1,380.4092997,248.6722236,2,38,15
N,1,9012,33,2,2,1,3,3,1,434.9667707,279.2553144,2,33,27
N,99,9013,51,2,1,1,3,3,1,320.1935692,249.3728687,2,51,15
N,99,9016,25,2,0,0,0,0,0,307.0836752,227.4313296,2,25,3
N,3,9017,23,2,1,1,3,3,1,335.9662776,223.3494118,2,23,15
N,99,9018,23,2,0,0,0,0,0,339.159627,235.0498872,2,23,3
N,99,9019,25,2,0,0,0,0,0,351.1790747,227.2054351,2,25,3
N,3,9021,27,2,1,1,3,3,1,363.7795583,233.1624194,2,27,15
N,3,9024,39,2,1,0,0,3,1,333.2997286,333.2206775,2,39,15
N,1,9025,32,2,1,1,3,3,1,327.4144028,245.8181879,2,32,15
N,99,9027,23,2,1,1,3,3,1,399.2311017,243.3647343,2,23,15
N,3,9031,24,2,1,1,3,3,1,357.4443084,222.7100172,2,24,15
N,2,9035,24,2,2,1,3,3,1,344.4142783,232.6060463,2,24,27
N,3,9039,23,2,1,1,3,3,1,397.1768469,235.4752719,2,23,15
N,3,9040,23,2,1,1,3,3,1,399.2809599,243.4878607,2,23,15
N,1,9041,44,2,1,0,0,3,1,306.4409474,867.654299,2,44,15
N,1,9042,23,2,1,1,3,3,1,394.8781415,236.5711771,2,23,15
N,99,9043,42,2,1,1,3,3,1,391.5827588,221.1262427,2,42,15
N,2,9045,61,2,2,1,3,6,1,357.9351691,1738.681513,2,61,27
N,3,9051,46,2,1,0,0,3,1,385.3508561,2074.848208,2,46,15
N,3,9052,24,2,1,1,3,3,1,349.0628874,203.4067627,2,24,15
N,2,9054,26,2,1,1,3,3,1,385.4615161,220.5292802,2,26,15
N,99,9055,36,2,0,0,0,0,0,367.9821732,234.2164243,2,36,3
N,3,9056,23,2,1,1,3,3,1,393.2843193,222.0387943,2,23,15
N,99,9058,23,2,0,0,0,0,0,341.7472016,206.686871,2,23,3
N,3,9060,23,2,1,1,3,3,1,350.9736374,203.2876644,2,23,15
N,3,9061,74,2,2,1,3,6,1,395.3735855,1149.538587,2,74,27
N,1,9064,54,2,1,0,0,3,1,357.9781641,688.7418574,2,54,15
N,99,9065,79,2,0,0,0,0,0,317.5189895,240.1835116,2,79,3
N,99,9066,23,2,0,0,0,0,0,316.113771,240.4598584,2,23,3
N,3,9070,23,2,1,1,3,3,1,385.0379353,243.719749,2,23,15
N,3,9071,23,2,1,1,3,3,1,370.6938162,244.2825777,2,23,15
N,99,9072,23,2,0,0,0,0,0,314.6799244,239.9307933,2,23,3
N,3,9073,26,2,1,1,3,3,1,389.9013626,214.2753041,2,26,15
N,1,9074,32,2,1,1,3,3,1,406.1549347,218.261321,2,32,15
N,99,9075,25,2,0,0,0,0,0,357.619913,220.7417743,2,25,3
N,1,9077,22,2,1,1,3,3,1,330.9637192,232.5900927,2,22,15
N,3,9079,23,2,1,1,3,3,1,388.0336557,227.7560655,2,23,15
N,3,9080,31,2,1,1,3,3,1,337.3834778,219.0659683,2,31,15
N,99,9083,23,2,0,0,0,0,0,389.295419,230.8657054,2,23,3
N,2,9084,23,2,1,1,3,3,1,342.624271,234.2442006,2,23,15
N,1,9085,23,2,2,1,3,3,1,311.058425,212.2000035,2,23,27
N,3,9086,25,2,1,1,3,3,1,348.3074195,233.0000042,2,25,15
N,2,9089,37,2,3,1,3,6,1,372.881751,664.4395168,2,37,39
N,99,9090,23,2,0,0,0,0,0,373.9368687,203.8391312,2,23,3
N,1,9094,56,2,3,1,3,3,1,606.6170072,496.6018711,2,56,39
N,2,9095,61,2,1,1,3,3,1,383.8543955,217.052389,2,61,15
N,2,9096,23,2,1,1,3,3,1,703.4096419,601.4663073,2,23,15
N,1,9097,29,2,2,1,3,9,1,319.6578047,258.1042321,2,29,27
N,1,9100,38,2,2,1,3,3,1,346.7603556,224.0199794,2,38,27
N,3,9103,23,2,1,1,3,3,1,389.5285246,209.6464375,2,23,15
N,2,9106,56,2,1,1,3,3,1,314.5684666,220.1571514,2,56,15
N,1,9108,37,2,2,1,3,3,1,318.1601449,206.8187247,2,37,27
N,3,9111,41,2,2,1,3,6,1,382.6933923,1103.093064,2,41,27
N,99,9113,56,2,0,0,0,0,0,351.6147581,214.817973,2,56,3
N,1,9114,45,2,3,1,3,3,1,381.2555515,290.5810205,2,45,39
N,99,9116,30,2,0,0,0,0,0,399.0742794,215.396919,2,30,3
N,99,9117,43,2,1,1,3,3,1,371.6471078,205.2003761,2,43,15
N,2,9118,82,2,2,1,3,6,1,398.1223012,1144.139574,2,82,27
N,99,9119,23,2,1,1,3,3,1,303.6611161,243.2288578,2,23,15
N,1,9120,60,2,3,1,3,3,1,356.3887774,248.5063879,2,60,39
N,99,9121,26,2,1,1,3,3,1,335.6065212,249.2208605,2,26,15
N,3,9124,27,2,2,1,3,3,1,318.1601666,210.1999312,2,27,27
N,99,9126,24,2,0,0,0,0,0,341.7348802,246.9991247,2,24,3
N,3,9128,26,2,1,1,3,3,1,329.2433899,200.0703035,2,26,15
N,99,9131,50,2,1,1,3,3,1,326.327032,216.6685837,2,50,15
N,2,9132,50,2,1,0,0,3,1,382.3717793,365.4420519,2,50,15
N,3,9133,27,2,1,1,3,3,1,343.141276,236.4181806,2,27,15
N,1,9134,35,2,2,1,3,3,1,340.1857729,202.6283709,2,35,27
N,1,9135,51,2,1,1,3,3,1,385.0154968,229.7062899,2,51,15
N,1,9136,47,5,2,1,3,3,1,340.6069893,221.490452,2,47,27
N,1,9137,27,2,1,0,0,0,0,372.0844719,222.0013747,2,27,15
N,2,9143,27,2,2,1,3,3,1,378.1566567,262.6796517,2,27,27
N,1,9144,41,2,1,1,3,3,1,324.4847852,206.795271,2,41,15
N,3,9145,29,2,1,1,3,3,1,337.4859262,212.8547871,2,29,15
N,99,9146,26,2,1,1,3,3,1,341.6142701,226.7017898,2,26,15
N,99,9147,54,2,0,0,0,0,0,301.3658014,206.3504349,2,54,3
N,1,9148,27,2,1,1,3,3,1,346.4506652,230.1730168,2,27,15
N,1,9150,76,2,1,0,0,3,1,394.5775422,1813.949106,2,76,15
N,99,9151,27,2,1,1,3,3,1,335.2885146,211.2320526,2,27,15
N,99,9154,23,2,1,1,3,3,1,397.5898791,211.7323826,2,23,15
N,2,9155,30,2,2,1,3,3,1,387.8258664,248.5517057,2,30,27
N,99,9157,24,2,0,0,0,0,0,383.5833748,219.9677791,2,24,3
N,99,9158,23,2,1,1,3,3,1,338.4725889,204.2083317,2,23,15
N,99,9160,23,2,1,1,3,3,1,371.6609193,214.6991238,2,23,15
N,3,9161,25,2,1,1,3,3,1,399.2720561,246.9983512,2,25,15
N,3,9162,45,2,1,1,3,3,1,339.3311349,218.3847444,2,45,15
N,1,9164,43,2,4,0,0,3,1,361.4071978,211.709609,2,43,51
N,1,9165,38,2,1,1,3,3,1,456.8321985,346.4776054,2,38,15
N,2,9166,43,2,1,0,0,3,1,370.802152,1520.665934,2,43,15
N,99,9167,29,2,1,1,3,3,1,325.4414156,226.9984649,2,29,15
N,99,9168,23,2,1,1,3,3,1,328.1599886,237.4154196,2,23,15
N,2,9172,39,2,1,0,0,3,1,382.2180191,915.46085,2,39,15
N,1,9173,49,2,3,1,3,3,1,359.6674237,209.0922492,2,49,39
N,3,9174,25,2,1,1,3,3,1,339.0298812,231.2075439,2,25,15
N,3,9175,23,2,1,1,3,3,1,361.3496177,219.2036481,2,23,15
N,2,9178,40,2,1,1,3,3,1,375.6740021,240.8716805,2,40,15
N,0,9182,22,2,1,1,3,3,1,366.2941197,207.4960297,2,22,15
N,2,9185,45,2,1,0,0,3,1,396.2872393,2643.289373,2,45,15
N,3,9186,27,2,1,1,3,3,1,357.3144434,205.7423964,2,27,15
N,3,9189,24,2,1,1,3,3,1,336.5908927,222.2488762,2,24,15
N,2,9192,39,2,3,1,3,3,1,399.1250255,208.9566955,2,39,39
N,1,9194,45,2,2,1,3,3,1,390.6591276,247.9530705,2,45,27
N,99,9196,23,2,0,0,0,0,0,302.4604466,203.6334467,2,23,3
N,1,9198,37,2,2,1,3,3,1,457.7369655,294.9246653,2,37,27
N,99,9202,27,2,1,1,3,3,1,370.7329787,225.805647,2,27,15
N,99,9203,48,2,1,1,3,3,1,320.8287332,220.7351079,2,48,15
N,99,9206,51,2,0,0,0,0,0,370.1842868,211.2377424,2,51,3
N,99,9209,34,2,0,0,0,0,0,399.4662305,208.2460105,2,34,3
N,99,9212,23,2,0,0,0,0,0,323.7936711,249.9272099,2,23,3
N,3,9213,23,2,1,1,3,3,1,344.9879954,228.7351824,2,23,15
N,3,9215,59,2,2,1,3,6,1,352.3875605,3186.700761,2,59,27
N,3,9220,64,2,1,0,0,3,1,378.659332,1710.600002,2,64,15
N,99,9222,28,2,0,0,0,0,0,318.1164263,203.7208399,2,28,3
N,2,9224,47,2,1,0,0,3,1,304.0893727,815.3388925,2,47,15
N,1,9225,39,2,1,1,3,3,1,353.4355763,252.564736,2,39,15
N,1,9226,69,2,1,1,3,3,1,389.2826087,237.2457476,2,69,15
N,2,9228,47,2,2,1,3,6,1,301.409576,584.4234256,2,47,27
N,3,9232,24,2,1,1,3,3,1,357.2429545,201.0320665,2,24,15
N,0,9237,22,2,1,1,3,3,1,389.8266848,204.640616,2,22,15
N,3,9238,23,2,2,1,3,3,1,332.1425338,222.1822434,2,23,27
N,2,9241,36,2,2,1,3,3,1,349.0630188,248.2006907,2,36,27
N,3,9242,28,2,1,1,3,3,1,310.1566901,215.5780991,2,28,15
N,99,9243,30,2,1,1,3,3,1,373.6417232,204.9982522,2,30,15
N,99,9244,57,2,0,0,0,0,0,386.9382974,235.9192043,2,57,3
N,1,9245,32,2,2,1,3,3,1,412.5500637,301.3718636,2,32,27
N,3,9246,44,2,3,0,0,3,1,350.2188505,248.2428745,2,44,39
N,3,9247,76,2,1,0,0,3,1,397.8506769,2335.811743,2,76,15
N,3,9249,57,2,1,1,3,3,1,316.0207749,216.3845654,2,57,15
N,3,9254,27,2,1,1,3,3,1,359.593382,218.7563877,2,27,15
N,99,9255,23,2,0,0,0,0,0,397.4431985,245.7312022,2,23,3
N,1,9258,30,2,2,1,3,3,1,399.2742236,249.7802715,2,30,27
N,1,9259,38,2,2,1,3,3,1,395.582145,249.0847187,2,38,27
N,99,9263,23,2,0,0,0,0,0,356.5223903,239.9072082,2,23,3
N,1,9264,23,2,0,0,0,0,0,338.3969761,213.0330811,2,23,3
N,99,9268,27,2,1,1,3,3,1,392.690672,227.2926206,2,27,15
N,99,9269,23,2,0,0,0,0,0,368.1064349,202.1890451,2,23,3
N,99,9270,42,2,1,1,3,3,1,355.5111158,249.148632,2,42,15
N,99,9271,23,2,1,1,3,3,1,353.6688119,223.1165358,2,23,15
N,99,9274,23,2,1,1,3,3,1,363.788081,214.6080437,2,23,15
N,1,9275,45,2,1,1,3,3,1,356.7808772,216.7492054,2,45,15
N,99,9276,23,2,0,0,0,0,0,340.4002105,222.5672561,2,23,3
N,3,9279,55,2,1,1,3,3,1,318.588679,220.2911995,2,55,15
N,2,9280,23,2,1,0,0,0,0,354.0866019,239.618646,2,23,15
N,3,9281,23,2,1,1,3,3,1,378.5969629,231.6716746,2,23,15
N,3,9283,26,2,1,1,3,3,1,377.0572845,217.5752591,2,26,15
N,99,9284,42,2,0,0,0,0,0,353.4958171,205.7916534,2,42,3
N,99,9287,23,2,0,0,0,0,0,368.7896642,233.8107706,2,23,3
N,3,9290,25,2,1,1,3,3,1,303.3467844,228.7372131,2,25,15
N,3,9294,27,2,1,1,3,3,1,305.0527004,206.8765954,2,27,15
N,99,9295,28,2,1,1,3,3,1,325.9137864,220.6631238,2,28,15
N,3,9296,44,2,1,0,0,3,1,388.8061125,426.3180328,2,44,15
N,3,9298,57,2,2,1,3,3,1,405.2265998,258.9980035,2,57,27
N,1,9299,25,2,2,1,3,3,1,324.6543378,223.5060579,2,25,27
N,3,9304,26,2,1,1,3,3,1,404.1013429,250.4275074,2,26,15
N,3,9305,35,2,2,1,3,3,1,382.8140627,223.8931971,2,35,27
N,99,9308,23,2,0,0,0,0,0,315.45849,217.5209346,2,23,3
N,99,9309,23,2,1,1,3,3,1,345.2354769,248.6182367,2,23,15
N,99,9310,23,2,0,0,0,0,0,324.0595774,236.6138991,2,23,3
N,99,9317,23,2,0,0,0,0,0,352.8122351,229.6720951,2,23,3
N,1,9319,33,2,2,1,3,3,1,340.5934032,251.4567284,2,33,27
N,1,9322,33,2,2,1,3,3,1,376.3670097,253.0706118,2,33,27
N,1,9324,33,2,5,0,0,6,1,371.4674558,594.7599533,2,33,63
N,3,9326,43,2,2,1,3,3,1,443.5102944,363.8910359,2,43,27
N,1,9327,59,2,2,1,3,3,1,392.4697141,246.1655244,2,59,27
N,3,9328,23,2,1,1,3,3,1,347.363355,207.1258017,2,23,15
N,99,9329,23,2,1,1,3,3,1,341.4144818,221.2509076,2,23,15
N,99,9332,29,2,0,0,0,0,0,324.289403,236.283192,2,29,3
N,99,9333,40,2,0,0,0,0,0,366.31135,236.9552333,2,40,3
N,1,9336,40,2,3,1,3,3,1,386.8647468,221.9510049,2,40,39
N,99,9338,23,2,0,0,0,0,0,319.0439896,224.032696,2,23,3
N,3,9339,26,2,1,1,3,3,1,363.1191784,229.8426856,2,26,15
N,99,9340,23,2,0,0,0,0,0,392.293124,243.4455134,2,23,3
N,99,9344,23,2,0,0,0,0,0,307.7407302,226.6443496,2,23,3
N,3,9349,23,2,1,1,3,3,1,327.3726466,211.5021438,2,23,15
N,3,9350,23,2,1,1,3,3,1,337.7629451,208.1452234,2,23,15
N,99,9351,23,2,1,1,3,3,1,306.2862741,239.5120785,2,23,15
N,99,9352,23,2,0,0,0,0,0,327.4815079,232.6305606,2,23,3
N,3,9354,22,2,1,1,3,3,1,380.5885603,200.3450694,2,22,15
N,3,9355,27,2,1,1,3,3,1,326.2543363,242.8347699,2,27,15
N,2,9357,49,2,1,0,0,3,1,320.8569932,1726.583002,2,49,15
N,99,9358,68,2,0,0,0,0,0,350.2277248,234.1568854,2,68,3
N,99,9359,23,2,1,1,3,3,1,351.9296446,237.207179,2,23,15
N,99,9360,33,2,0,0,0,0,0,303.4591023,235.986343,2,33,3
N,2,9361,46,2,2,1,3,6,1,344.081365,629.0418348,2,46,27
N,99,9362,23,2,0,0,0,0,0,397.2880222,214.9757765,2,23,3
N,99,9365,49,2,0,0,0,0,0,351.1984602,201.9493773,2,49,3
N,1,9366,24,2,2,1,3,3,1,370.0970705,234.8575689,2,24,27
N,99,9367,34,2,1,1,3,3,1,365.1259414,204.6833546,2,34,15
N,3,9368,73,2,1,0,0,3,1,302.6529334,4485.627565,2,73,15
N,99,9373,23,2,1,1,3,3,1,327.584691,215.7010301,2,23,15
N,1,9375,53,2,2,1,3,3,1,318.3069715,245.264442,2,53,27
N,3,9376,25,2,1,1,3,3,1,316.0221583,228.8678536,2,25,15
N,99,9379,25,2,1,1,3,3,1,364.4765267,234.2501244,2,25,15
N,3,9386,23,2,1,1,3,3,1,321.8760796,213.5184916,2,23,15
N,99,9387,23,2,0,0,0,0,0,301.0915472,211.6642928,2,23,3
N,99,9388,33,2,0,0,0,0,0,380.1372154,212.5769749,2,33,3
N,1,9389,37,2,3,1,3,3,1,360.5369628,238.8091621,2,37,39
N,99,9391,23,2,0,0,0,0,0,382.5320368,209.2904942,2,23,3
N,3,9392,23,2,1,1,3,3,1,349.2622868,228.8785168,2,23,15
N,3,9394,25,2,1,1,3,3,1,385.4115581,231.2066669,2,25,15
N,3,9395,23,2,1,1,3,3,1,389.8333405,220.592134,2,23,15
N,3,9398,23,2,1,1,3,3,1,305.4366723,203.2040329,2,23,15
N,3,9403,53,2,1,0,0,3,1,395.3127431,211.5653389,2,53,15
N,3,9406,23,2,1,1,3,3,1,375.0656976,210.1127651,2,23,15
N,99,9407,23,2,1,1,3,3,1,391.6133811,209.8965878,2,23,15
