,INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
5826,7357,0,11.7,0.86,0.53,45.0,0.006,123.0,244.0,1.04518,2.51,1.23,20.9,-1,9,1.0
5827,7358,4,1.3,0.25,0.32,5.5,0.424,41.0,91.0,0.98556,3.19,1.9,8.7,0,7,2.0
5828,7359,4,6.5,0.32,0.12,7.3,0.545,18.0,165.0,0.98798,3.22,0.06,9.0,1,7,1.0
5829,7360,5,4.1,1.65,0.96,61.0,0.026000000000000002,48.0,108.0,0.9908899999999999,2.38,0.82,11.3,0,7,2.0
5830,7362,3,6.8,0.32,0.46,2.2,0.037000000000000005,49.0,173.0,1.0352,2.24,0.47,6.9,0,8,2.0
5831,7363,4,6.4,0.225,0.48,127.8,0.469,89.0,432.0,0.9918,3.24,0.58,18.7,0,7,1.0
5832,7364,4,12.0,0.16,0.3,,0.777,58.0,152.0,1.0377,2.98,0.37,9.5,0,8,3.0
5833,7365,0,6.1,1.17,1.63,39.4,0.033,46.0,101.0,0.94426,3.9,0.04,11.9,0,7,1.0
5834,7367,3,3.0,1.45,0.54,18.2,,55.0,252.0,1.00994,2.86,,8.7,0,8,
5835,7369,3,7.7,0.52,0.4,18.9,0.247,25.0,50.0,0.9930100000000001,1.58,1.69,10.9,-1,10,1.0
5836,7370,0,7.8,0.56,1.6,15.6,0.081,17.0,108.0,1.0416100000000001,4.45,0.54,12.5,-1,9,
5837,7371,0,10.6,1.02,0.43,7.4,0.474,26.0,88.0,1.0052299999999998,,0.27,13.2,0,12,
5838,7373,5,15.2,1.51,1.93,16.9,0.055,167.0,,0.9618,3.13,0.67,9.9,1,8,1.0
5839,7374,0,5.2,0.81,0.41,34.8,0.062,75.0,28.0,0.98845,,0.2,7.4,0,7,
5840,7376,4,5.2,0.22,0.46,8.9,0.446,41.0,230.0,1.0005600000000001,2.72,0.42,9.733333333300001,1,6,2.0
5841,7378,0,6.9,0.08,0.08,9.8,0.11599999999999999,28.0,191.0,0.9971,,1.14,,-1,8,
5842,7379,3,0.7,1.15,0.34,10.0,0.507,223.0,598.0,0.9974,3.26,2.15,11.9,0,8,1.0
5843,7381,5,11.0,0.58,0.24,18.3,0.048,206.0,226.0,0.99456,3.06,0.3,4.8,-1,7,2.0
5844,7383,3,14.9,0.26,0.83,16.9,0.385,64.0,179.0,1.00168,3.1,,9.0,0,8,1.0
5845,7384,0,6.7,1.53,0.23,33.5,0.157,49.0,234.0,0.99471,3.17,0.49,9.4,1,7,
5846,7386,3,13.3,0.34,0.69,41.8,0.047,60.0,82.0,0.94884,2.94,1.35,10.1,-1,6,1.0
5847,7387,3,17.5,0.28,0.26,8.2,0.397,149.0,182.0,0.9953799999999999,3.12,2.68,5.8,0,7,1.0
5848,7388,5,9.7,0.14,1.34,,0.9,23.0,458.0,0.9490200000000001,3.23,0.62,9.5,2,10,2.0
5849,7389,2,10.3,0.18,0.74,42.9,0.046,52.0,481.0,1.00112,3.86,0.68,10.1,-1,7,2.0
5850,7390,4,10.6,0.98,0.77,3.2,0.515,59.0,436.0,0.9956,3.55,1.49,9.4,-1,7,2.0
5851,7391,3,5.1,0.04,0.3,58.4,0.9440000000000001,2.0,152.0,1.02853,3.4,0.56,6.2,-1,6,1.0
5852,7393,5,6.5,0.22,0.25,17.1,0.05,187.0,287.0,1.0001,2.54,0.37,12.5,2,7,3.0
5853,7394,5,18.9,1.285,0.55,1.6,0.039,149.0,74.0,0.99265,4.32,0.58,14.9,0,6,3.0
5854,7396,0,3.6,1.29,0.7,1.9,0.46399999999999997,22.0,67.0,1.0147,2.94,,6.8,-1,9,1.0
5855,7398,3,2.5,0.73,0.61,,0.534,,111.0,0.99272,3.14,1.28,12.7,-1,8,1.0
5856,7399,7,5.6,2.495,0.03,10.7,0.055999999999999994,66.0,171.0,1.01352,3.25,0.61,6.7,2,6,2.0
5857,7400,4,11.7,0.3,0.63,1.2,0.637,19.0,58.0,0.98492,3.32,0.54,11.8,0,7,2.0
5858,7401,4,2.6,0.6,2.68,22.4,0.081,54.0,357.0,0.95911,3.2,0.36,9.1,1,7,2.0
5859,7402,4,7.5,0.25,0.97,56.5,0.294,,204.0,0.9918399999999999,2.92,0.75,22.3,0,8,2.0
5860,7404,7,6.2,0.63,3.63,25.6,0.537,31.0,470.0,1.03253,3.41,,11.3,1,7,4.0
5861,7405,4,10.5,2.33,0.24,33.3,0.031,41.0,167.0,0.9559799999999999,3.12,0.15,11.3,-1,8,2.0
5862,7407,3,6.2,0.55,0.17,2.8,0.245,64.0,125.0,1.05218,3.35,0.46,6.1,0,7,2.0
5863,7408,0,11.1,1.71,0.26,4.6,0.095,26.0,120.0,1.0328600000000001,3.4,0.73,15.3,0,7,
5864,7411,0,6.0,0.32,0.21,,0.912,57.0,112.0,0.9932,,0.61,9.4,-1,7,1.0
5865,7413,2,2.7,0.37,1.12,11.8,0.044000000000000004,29.0,163.0,0.9976,4.18,1.37,8.8,-1,8,2.0
5866,7414,4,1.9,0.28,0.44,11.5,0.04,58.0,223.0,1.01692,3.22,0.56,9.5,1,8,3.0
5867,7415,6,7.9,2.28,1.95,58.1,0.033,209.0,138.0,0.9912,3.18,0.44,,1,9,4.0
5868,7416,5,4.6,0.46,2.87,32.9,0.077,377.0,184.0,0.9779200000000001,3.39,0.53,11.2,1,7,3.0
5869,7417,3,5.2,0.6,1.55,94.6,0.017,33.0,147.0,0.9674299999999999,2.23,0.64,9.7,0,6,1.0
5870,7418,3,6.9,0.13,0.24,1.2,0.032,174.0,125.0,0.9932,3.17,0.51,9.4,0,8,2.0
5871,7420,2,16.9,0.36,0.06,14.3,0.035,133.0,424.0,0.9597100000000001,2.15,0.13,13.8,-1,7,
5872,7421,3,20.5,0.41,1.53,1.5,0.07200000000000001,287.0,122.0,1.07514,3.78,0.93,3.2,-1,9,
5873,7422,0,20.0,0.38,0.19,2.6,,28.0,179.0,0.9978799999999999,3.21,,16.0,0,10,
5874,7423,5,11.9,1.23,0.52,,0.071,22.0,411.0,1.00526,3.15,0.68,8.6,1,6,2.0
5875,7424,2,13.0,0.21,0.87,8.7,0.036000000000000004,,55.0,1.02244,4.46,0.39,4.0,-1,7,
5876,7426,4,6.5,0.39,1.33,11.5,0.027000000000000003,17.0,149.0,0.96095,2.14,1.13,15.3,0,7,2.0
5877,7427,4,11.4,0.22,0.37,15.2,0.019,476.0,,1.02799,3.4,0.71,9.3,0,7,2.0
5878,7428,5,15.7,0.21,0.28,8.6,0.537,170.0,,0.9954,3.25,2.16,10.4,1,7,2.0
5879,7429,4,3.0,0.66,0.39,1.3,0.251,306.0,,0.9817799999999999,3.07,2.06,5.6,-1,8,3.0
5880,7430,0,34.1,1.025,0.43,22.4,0.405,182.0,84.0,0.95691,2.87,0.09,10.1,-1,12,
5881,7431,0,18.2,1.19,0.02,1.8,0.078,165.0,12.0,0.996,3.55,0.66,14.05,-1,7,1.0
5882,7432,5,5.1,0.29,0.28,15.4,0.537,27.0,559.0,0.95624,2.36,,11.0,1,6,3.0
5883,7433,3,7.4,0.27,0.01,11.9,0.042,20.0,123.0,1.0129299999999999,3.14,2.05,8.8,0,8,2.0
5884,7434,0,1.2,0.1,1.46,8.9,0.214,31.0,172.0,0.9927600000000001,3.22,1.01,3.3,1,8,
5885,7436,0,9.1,1.02,0.46,19.0,0.114,230.0,9.0,0.9990100000000001,3.18,2.43,4.3,-2,10,
5886,7437,4,8.5,0.16,0.62,26.2,0.53,9.0,332.0,1.02611,3.04,0.42,6.8,1,10,2.0
5887,7439,5,7.3,0.9,0.31,62.4,0.5329999999999999,245.0,104.0,0.9924,3.24,0.06,,0,8,3.0
5888,7441,3,6.0,1.23,0.4,1.7,,18.0,82.0,0.9796299999999999,,2.04,,-1,7,2.0
5889,7442,3,18.7,1.005,0.76,,0.04,155.0,84.0,0.9938,3.25,0.43,10.8,0,9,2.0
5890,7443,5,4.1,1.04,0.54,33.5,0.042,244.0,,0.9945,2.55,0.44,15.2,1,7,2.0
5891,7444,4,16.9,0.44,0.37,42.9,0.040999999999999995,114.0,128.0,0.9896,3.07,0.43,13.5,-1,8,2.0
5892,7445,1,7.5,0.23,0.68,37.4,0.42700000000000005,37.0,133.0,1.0423799999999999,1.89,0.38,8.6,-2,8,1.0
5893,7446,4,13.6,1.1,1.35,61.6,0.122,6.0,22.0,0.9578,2.06,1.45,4.2,-1,11,3.0
5894,7448,3,0.2,0.22,0.4,11.75,0.042,44.5,79.5,0.90248,2.76,0.41,12.0,-2,8,2.0
5895,7450,2,3.5,0.97,0.21,18.9,0.179,34.0,101.0,1.00037,3.3,0.43,9.4,-1,7,2.0
5896,7451,2,0.9,0.44,1.23,5.3,0.026000000000000002,61.0,186.0,0.99884,1.87,0.45,8.6,-1,7,1.0
5897,7452,0,17.0,0.88,0.32,,0.077,207.0,169.0,0.99364,3.65,1.64,13.9,0,9,
5898,7453,2,8.2,2.96,0.12,30.9,1.032,264.0,189.0,0.996,3.13,0.52,17.9,-2,9,
5899,7454,6,5.7,0.31,0.28,49.2,0.03,22.0,250.0,0.9714799999999999,3.31,0.38,13.4,1,6,3.0
5900,7455,0,5.9,0.2,1.17,85.1,0.076,257.0,103.0,0.99426,3.31,0.57,,0,6,
5901,7457,4,12.6,0.44,0.49,2.4,0.386,26.0,121.0,1.01441,3.23,1.95,18.4,1,10,1.0
5902,7458,3,5.1,0.485,0.9,109.85,0.036000000000000004,17.0,249.0,1.01769,3.74,2.2,18.033333332999998,0,6,2.0
5903,7459,4,22.3,3.29,0.01,3.5,0.048,42.0,173.0,1.0761,3.19,0.43,2.4,0,7,1.0
5904,7460,0,4.9,1.9,0.0,2.1,0.44799999999999995,16.0,358.0,0.95206,3.71,0.44,14.6,1,5,1.0
5905,7461,4,1.2,0.54,0.14,8.6,0.265,30.0,469.0,1.0310700000000002,3.28,,16.1,0,6,2.0
5906,7462,3,1.7,1.16,0.45,7.8,0.245,32.0,356.0,1.0238200000000002,2.8,0.77,15.3,-1,9,1.0
5907,7463,5,6.5,0.51,1.08,1.0,0.023,71.0,80.0,1.0207,3.15,,9.1,1,7,1.0
5908,7465,3,6.7,0.14,0.51,4.3,0.067,57.0,255.0,1.00011,2.91,0.54,6.9,-2,7,2.0
5909,7466,3,6.15,0.21,0.54,47.6,0.456,404.0,80.0,0.9483600000000001,2.48,0.7,12.0,0,7,1.0
5910,7467,3,5.0,0.49,0.03,61.3,0.165,237.0,133.0,0.96098,2.65,0.51,4.3,0,8,
5911,7468,4,6.5,1.72,0.5,6.75,0.039,21.0,158.0,0.9983,3.32,0.73,4.0,0,10,
5912,7469,0,17.4,0.47,0.75,30.2,0.081,251.0,46.0,0.97909,3.29,0.99,8.3,1,11,
5913,7470,5,6.1,0.6,0.28,34.3,0.292,89.0,336.0,0.9455399999999999,3.38,1.58,13.9,0,7,3.0
5914,7471,2,11.1,0.615,0.28,42.5,0.423,245.0,,1.0059200000000001,3.31,0.82,9.7,-1,10,1.0
5915,7472,6,8.4,1.71,0.36,11.1,0.289,21.0,132.0,1.0076200000000002,2.95,0.39,8.3,2,9,3.0
5916,7473,0,17.2,0.45,1.41,2.6,0.084,151.0,31.0,1.0268700000000002,3.35,0.34,3.2,2,10,
5917,7474,2,6.7,1.74,0.08,28.95,0.165,,16.0,1.0191700000000001,3.43,1.96,12.6,-1,7,
5918,7475,6,16.1,0.46,0.21,48.6,0.275,12.0,178.0,1.03903,3.76,0.54,15.0,2,7,2.0
5919,7476,5,6.8,0.35,0.32,14.9,0.031,35.0,502.0,0.9911,3.28,0.66,12.0,-1,7,3.0
5920,7477,0,29.3,0.37,0.26,50.5,0.428,37.0,789.0,0.99787,3.47,0.85,2.0,0,8,1.0
5921,7479,6,8.6,0.44,0.22,4.3,0.032,19.0,237.0,0.95295,3.26,0.89,12.4,1,7,3.0
5922,7482,2,5.9,0.6,1.41,9.0,0.051,43.0,,0.9941,2.4,0.53,4.5,-2,6,
5923,7485,3,1.3,1.55,0.32,10.7,0.031,,151.0,1.00613,3.73,0.47,6.9,0,10,1.0
5924,7486,1,2.3,0.33,0.32,12.9,0.047,6.0,113.0,0.96726,3.3,0.56,11.5,-1,7,1.0
5925,7487,3,8.4,0.35,0.24,10.4,0.157,55.0,190.0,0.9881700000000001,3.07,3.52,9.4,-1,9,1.0
5926,7488,2,1.2,0.33,0.2,24.9,0.04,,184.0,1.0335299999999998,3.15,2.33,16.0,-1,7,
5927,7489,5,7.4,0.06,0.43,25.4,0.251,297.0,279.0,0.9964,3.19,0.55,,0,8,3.0
5928,7490,5,9.6,0.38,0.42,5.0,0.016,31.0,314.0,0.9976700000000001,3.15,0.57,12.4,0,7,3.0
5929,7492,3,7.0,1.14,0.8,6.85,0.048,217.0,220.0,0.9962200000000001,3.38,1.63,13.8,-1,7,2.0
5930,7493,4,7.9,1.16,0.36,6.2,0.051,13.0,393.0,0.9984,3.09,3.87,11.3,1,9,2.0
5931,7495,3,14.1,2.67,3.34,13.3,0.06,57.0,196.0,0.9982,2.8,1.36,15.2,0,8,2.0
5932,7496,0,9.9,0.45,0.38,10.2,0.49200000000000005,56.0,229.0,1.02793,3.09,0.97,5.4,1,7,
5933,7497,3,6.8,0.16,0.87,19.5,0.36700000000000005,59.0,347.0,0.98549,1.09,0.4,10.8,-1,7,1.0
5934,7498,0,7.1,0.39,1.7,58.9,0.065,14.0,24.0,0.94949,3.3,,13.3,1,8,
5935,7499,3,7.9,0.76,0.47,38.1,0.07200000000000001,38.0,52.0,0.99759,4.46,1.86,13.3,-1,7,1.0
5936,7500,3,11.0,0.38,0.27,59.6,0.28600000000000003,24.0,160.0,1.0074299999999998,2.56,1.08,10.0,0,8,1.0
5937,7502,0,7.1,0.34,1.18,36.4,0.08199999999999999,31.0,228.0,1.06047,3.93,0.48,9.4,1,8,
5938,7504,7,8.1,0.17,1.82,14.1,0.249,43.0,75.0,1.0006,3.8,,0.1,1,9,4.0
5939,7505,4,11.4,2.0,0.38,13.2,0.05,53.0,299.0,0.98916,3.2,,6.0,1,8,1.0
5940,7506,5,6.8,0.22,1.38,1.2,0.040999999999999995,29.0,5.0,0.9910399999999999,3.04,0.35,11.2,2,7,3.0
5941,7507,4,1.3,0.84,2.1,55.3,0.27,76.0,,0.99592,3.27,1.82,7.5,0,7,2.0
5942,7508,4,3.3,0.46,0.46,45.5,0.53,74.0,105.0,0.94553,3.81,1.99,12.9,0,7,2.0
5943,7510,3,3.7,0.49,0.08,31.7,0.011000000000000001,3.0,44.0,0.97175,3.39,0.54,4.6,0,8,1.0
5944,7511,4,7.9,0.26,0.49,10.3,0.19899999999999998,73.0,296.0,0.9394399999999999,2.34,0.49,9.5,0,8,3.0
5945,7512,2,9.4,0.28,0.3,1.6,0.045,130.0,139.0,0.93948,3.11,0.49,,-1,10,
5946,7513,3,6.7,0.26,0.26,4.0,0.624,35.5,192.0,0.9956,3.31,0.68,9.5,0,7,
5947,7514,6,7.1,0.53,0.07,1.7,0.071,15.0,24.0,1.03367,3.29,0.66,10.8,2,8,4.0
5948,7515,0,6.4,1.16,0.17,41.2,0.445,60.0,283.0,0.94447,2.61,0.47,15.6,-1,7,2.0
5949,7516,5,5.8,1.26,0.37,5.5,0.145,19.0,166.0,0.9885299999999999,3.09,1.11,12.7,0,6,1.0
5950,7520,4,0.7,1.44,0.24,19.95,,32.0,174.0,0.9696299999999999,5.0,1.18,8.9,0,7,
5951,7523,6,26.0,0.41,0.22,1.9,0.297,288.0,564.0,0.99345,3.04,2.59,13.0,1,7,4.0
5952,7524,4,12.2,0.43,0.12,16.6,0.064,24.0,232.0,0.9986299999999999,3.54,0.19,17.9,-1,6,2.0
5953,7525,3,8.3,0.97,0.24,6.4,0.985,103.0,60.0,0.89269,1.8,,14.7,-1,8,1.0
5954,7526,5,16.8,0.96,0.0,1.8,0.331,36.0,,0.9936,4.3,0.49,13.9,1,8,4.0
5955,7527,0,5.4,0.37,1.14,7.1,0.207,377.0,42.0,0.9056200000000001,3.73,0.81,9.5,0,10,1.0
5956,7528,0,8.7,0.25,1.81,20.1,0.267,15.0,,1.02674,1.36,2.86,14.3,0,9,
5957,7529,5,6.9,0.19,0.98,29.5,0.28600000000000003,,,0.9932,3.93,1.62,11.5,1,8,2.0
5958,7530,3,1.7,0.21,0.26,15.6,0.049,67.0,545.0,0.9808899999999999,3.06,0.68,4.8,0,8,2.0
5959,7531,4,14.1,0.96,0.34,80.4,0.025,,117.0,0.9988299999999999,3.36,0.02,19.0,0,7,3.0
5960,7532,6,1.4,1.24,0.17,10.0,0.168,70.0,82.0,0.8924200000000001,3.0,0.38,9.8,2,7,3.0
5961,7533,4,13.1,0.18,0.26,56.1,0.433,505.0,95.0,0.9893,3.94,1.1,12.3,0,6,2.0
5962,7534,3,8.4,0.72,0.15,13.1,0.12,194.0,197.0,0.998,3.06,1.98,5.2,0,10,1.0
5963,7535,5,3.7,0.13,0.58,64.9,0.036000000000000004,48.0,34.0,0.9911,2.43,0.51,6.7,-1,7,3.0
5964,7537,6,9.5,0.88,0.3,42.0,0.47,222.0,337.0,0.99085,3.83,0.38,,1,8,2.0
5965,7538,0,20.6,0.28,0.89,50.2,0.256,157.0,41.0,0.96691,3.02,0.76,,1,13,
5966,7540,0,8.3,0.27,1.01,19.3,0.084,182.0,239.0,0.99892,2.58,0.25,15.7,-2,9,
5967,7541,0,11.2,0.275,0.24,28.1,,,40.0,0.9552700000000001,3.38,0.81,,0,6,
5968,7542,0,7.1,2.13,0.01,2.2,0.059000000000000004,294.0,18.0,0.9924200000000001,3.39,0.56,12.8,0,8,
5969,7543,3,14.0,1.22,0.27,9.4,0.040999999999999995,159.0,233.0,0.97254,3.28,0.38,11.2,-1,7,
5970,7544,0,8.2,0.63,2.06,19.3,0.10400000000000001,,224.0,1.01861,3.39,0.68,8.1,0,9,
5971,7545,6,4.4,0.7,1.12,1.9,,114.0,116.0,0.9941,2.24,0.4,10.4,2,8,4.0
5972,7546,6,17.0,0.32,0.35,36.7,0.006999999999999999,9.0,198.0,0.9984,4.58,0.5,9.2,1,7,2.0
5973,7548,4,11.8,0.32,0.99,2.2,0.044000000000000004,15.0,68.0,1.02242,2.97,,,0,7,4.0
5974,7550,0,6.4,0.46,0.67,67.2,,,454.0,0.99479,2.34,0.86,10.8,0,7,
5975,7551,0,3.5,0.23,1.65,49.7,0.182,30.0,697.0,0.9571799999999999,3.53,0.47,13.6,0,9,
5976,7553,5,7.5,0.1,1.11,6.5,0.037000000000000005,26.0,157.0,1.01306,3.16,0.58,16.5,0,8,2.0
5977,7555,3,7.2,0.38,0.15,4.6,0.044000000000000004,18.0,78.0,0.9931,4.26,1.24,4.2,-1,7,1.0
5978,7557,4,6.0,0.17,0.33,62.2,0.574,119.0,111.0,0.9936200000000001,3.32,1.19,4.4333333333,-1,7,4.0
5979,7558,0,3.5,0.58,0.44,46.8,0.456,80.0,65.0,0.9959,3.28,0.95,11.4,0,7,
5980,7559,4,3.1,0.25,0.53,15.8,0.021,337.0,412.0,0.9893149999999999,3.19,0.31,10.1,0,7,3.0
5981,7560,0,7.7,0.58,0.29,11.5,0.102,179.0,109.0,0.99565,3.08,1.22,9.8,0,8,
5982,7561,4,8.2,0.88,0.22,17.6,0.354,58.0,435.0,0.95136,3.96,1.48,,1,9,1.0
5983,7562,0,3.6,0.53,1.29,3.65,0.436,6.0,707.0,0.97475,4.14,0.74,11.5,-1,13,2.0
5984,7563,0,3.9,1.295,0.03,1.8,0.057999999999999996,85.0,160.0,1.01026,3.68,1.79,9.1,-2,9,1.0
5985,7565,6,2.1,0.07,0.27,23.1,0.439,,181.0,0.99772,2.86,0.59,6.7,2,8,2.0
5986,7567,3,4.5,0.37,0.37,,1.038,48.0,76.0,0.99003,2.98,0.39,5.9,-1,7,
5987,7568,2,14.3,0.34,0.66,44.6,0.04,49.0,198.0,0.9471700000000001,3.23,0.84,0.7,-1,7,1.0
5988,7569,4,7.2,1.47,0.3,2.0,0.45399999999999996,43.0,188.0,0.9911,3.99,1.87,16.0,0,8,1.0
5989,7573,3,5.9,1.77,0.51,45.3,0.038,99.0,399.0,0.96736,2.45,0.69,11.0,0,6,1.0
5990,7574,0,7.5,1.11,0.13,50.5,0.42200000000000004,6.0,12.0,1.01237,3.44,2.13,7.9,0,8,1.0
5991,7576,0,17.2,0.69,0.0,5.6,0.21100000000000002,222.0,202.0,0.95845,3.46,0.48,3.3,0,7,
5992,7577,3,7.6,0.59,0.35,19.7,0.536,424.0,98.0,0.9942200000000001,4.15,,3.8,-1,8,2.0
5993,7578,7,15.7,0.21,0.29,1.6,0.034,29.0,395.0,1.0370700000000002,3.3,0.08,19.7,1,8,4.0
5994,7579,1,1.6,0.74,1.22,27.7,0.5660000000000001,9.0,957.0,1.04387,3.11,1.34,7.6,-1,7,1.0
5995,7580,3,7.3,0.77,0.49,,0.46799999999999997,254.0,99.0,0.9936,3.02,1.18,10.6,-1,8,1.0
5996,7581,0,5.4,1.1,0.34,65.55,0.423,108.0,132.0,0.96986,3.79,0.37,12.1,1,9,
5997,7582,0,8.0,1.12,0.11,22.2,0.044000000000000004,,148.0,0.96986,3.8,1.77,10.9,0,9,
5998,7583,3,1.8,0.31,1.86,8.6,0.048,62.0,344.0,0.9964,3.26,0.36,9.1,0,8,1.0
5999,7584,2,1.8,0.15,0.37,1.3,0.147,237.0,420.0,0.98544,5.64,1.15,6.3,-2,9,1.0
6000,7585,3,2.3,0.19,0.43,10.9,0.408,216.0,154.0,1.036,3.52,0.2,16.0,-1,7,2.0
6001,7587,5,5.7,0.21,0.24,53.7,0.336,60.0,616.0,1.00946,3.75,,,1,6,3.0
6002,7588,3,6.4,0.22,0.32,37.9,0.066,57.0,,0.9708,3.6,0.67,10.2,-1,7,2.0
6003,7591,3,10.6,1.23,2.81,2.1,0.46799999999999997,15.0,76.0,0.993,3.2,2.71,5.8,-1,8,1.0
6004,7592,4,12.7,0.22,0.44,5.0,0.045,262.0,122.0,0.99261,2.94,0.63,10.0,0,6,2.0
6005,7593,0,7.0,0.45,0.34,,0.08199999999999999,16.0,159.0,0.998,3.55,0.6,14.5,0,8,1.0
6006,7594,4,6.6,0.28,0.3,37.7,0.023,159.0,170.0,0.99479,2.18,0.39,11.2,0,7,3.0
6007,7595,2,6.4,0.93,0.12,68.7,0.034,47.0,182.0,0.96242,2.97,1.26,6.5,-1,7,1.0
6008,7596,5,2.9,0.21,0.31,1.8,0.1,45.0,142.0,1.00004,3.35,0.89,12.7,1,6,3.0
6009,7598,0,1.8,0.27,1.42,33.7,0.289,96.0,121.0,0.90479,3.02,0.4,9.5,0,8,1.0
6010,7599,2,5.5,0.49,1.05,11.7,0.1,553.0,132.0,0.9913200000000001,3.16,0.39,10.7,0,8,1.0
6011,7600,0,6.2,0.27,0.28,30.7,,,197.0,0.99485,3.14,0.6,7.1,1,7,1.0
6012,7601,0,13.3,0.2,0.74,34.5,,51.0,,0.9939,2.97,3.43,7.1,1,8,2.0
6013,7603,3,6.7,0.11,0.81,1.2,0.040999999999999995,31.0,327.0,1.02649,2.43,0.42,14.4,0,7,
6014,7606,3,5.7,0.94,0.25,2.9,0.19,286.0,173.0,0.9965,3.33,1.51,3.4,0,7,2.0
6015,7607,4,5.9,0.21,0.29,3.1,0.251,256.0,122.0,0.9557399999999999,3.0,0.38,11.3,0,8,2.0
6016,7608,3,4.9,0.05,2.8,,0.149,191.0,148.0,0.9917799999999999,3.18,0.47,10.7,0,8,
6017,7609,2,8.8,2.36,0.27,0.8,0.22899999999999998,104.0,129.0,0.9889399999999999,3.23,0.38,10.5,-2,7,2.0
6018,7610,3,9.3,0.95,0.52,27.4,0.006,82.0,188.0,1.00394,3.05,0.44,,-1,7,1.0
6019,7611,5,2.8,0.21,0.27,57.8,0.051,91.0,78.0,0.9936,3.54,1.01,14.6,2,8,3.0
6020,7613,5,2.9,1.23,0.87,24.9,0.032,151.0,121.0,0.96677,3.14,0.38,16.8,0,7,2.0
6021,7614,0,5.4,0.27,0.58,1.7,0.034,25.0,189.0,0.9908799999999999,2.29,0.48,7.0,-1,8,
6022,7616,6,7.1,0.18,0.36,1.4,0.23,31.0,87.0,0.9898,,0.37,12.7,1,8,3.0
6023,7618,4,3.4,0.3,1.67,5.0,0.455,303.0,268.0,0.9722700000000001,3.15,1.45,18.2,-1,7,
6024,7619,3,6.8,1.7,0.3,26.4,0.429,6.0,201.0,0.9928899999999999,3.24,1.05,13.1,0,7,1.0
6025,7620,3,8.3,0.52,0.27,11.5,0.353,15.0,122.0,0.9979,3.39,0.63,10.2,0,9,1.0
6026,7621,5,17.7,0.24,2.81,8.1,0.33399999999999996,123.0,121.0,0.99246,3.28,,16.6,1,8,4.0
6027,7622,5,7.5,0.38,0.33,67.8,0.975,56.0,582.0,0.9581799999999999,3.2,1.61,,1,8,4.0
6028,7623,4,3.0,0.9,0.92,2.5,0.079,5.0,392.0,0.9967,3.13,0.56,13.1,1,9,1.0
6029,7625,0,12.7,1.58,0.0,,0.13699999999999998,264.0,229.0,0.9973700000000001,3.68,1.37,9.4,0,9,1.0
6030,7626,3,1.8,0.425,0.89,1.2,0.07400000000000001,186.0,130.0,0.9913200000000001,2.56,0.4,10.3,-1,5,3.0
6031,7627,5,1.0,0.67,0.2,8.0,0.38799999999999996,280.0,111.0,0.98964,3.2,0.42,3.5,1,7,2.0
6032,7628,4,1.1,1.55,0.23,1.6,0.272,369.0,546.0,0.9998100000000001,4.17,0.48,16.7,0,7,3.0
6033,7629,4,7.1,1.77,0.49,49.1,0.303,27.0,111.0,0.9908,3.87,0.58,9.2,-2,8,1.0
6034,7630,3,7.6,0.79,0.02,1.5,0.248,114.0,,0.96339,3.8,0.51,3.0,0,8,2.0
6035,7631,0,6.2,0.27,0.51,20.4,0.146,28.0,105.0,0.99224,3.57,0.51,10.1,-1,7,
6036,7633,4,5.9,0.04,0.96,22.4,0.23199999999999998,24.0,88.0,0.9909399999999999,3.29,0.55,6.95,-1,6,2.0
6037,7634,0,7.1,0.77,1.1,2.2,0.053,432.0,127.0,0.9530200000000001,2.94,2.47,9.5,0,8,
6038,7635,4,4.5,0.38,0.4,22.75,0.033,26.0,118.0,0.98549,2.14,0.45,13.5,-1,8,1.0
6039,7636,4,1.5,0.39,1.25,7.8,0.46399999999999997,57.0,,0.9702200000000001,3.54,2.1,7.1,1,7,2.0
6040,7637,4,7.3,0.4,0.24,6.7,0.057999999999999996,41.0,333.0,0.9636299999999999,3.2,,10.4,0,8,3.0
6041,7638,5,6.7,0.13,0.42,87.1,0.419,303.0,297.0,1.08192,3.01,1.8,3.9,0,7,3.0
6042,7640,7,0.7,0.45,1.35,10.8,0.051,25.0,157.0,0.9957,3.67,2.86,11.4,2,9,3.0
6043,7641,4,2.0,0.36,0.52,64.6,0.336,263.0,424.0,1.01,3.07,0.4,9.4,1,7,2.0
6044,7644,3,9.3,0.91,1.1,55.3,0.040999999999999995,209.0,453.0,0.99403,3.27,0.5,9.9,0,6,1.0
6045,7645,0,9.7,0.86,1.77,2.5,0.094,28.0,451.0,0.9984,4.96,0.82,9.6,0,11,1.0
6046,7646,3,10.7,0.28,0.37,1.2,0.715,469.0,99.0,1.0090700000000001,4.05,0.62,10.8,0,8,2.0
6047,7647,0,1.2,0.82,1.44,,0.08900000000000001,163.0,685.0,1.0486,2.55,0.63,6.7,1,10,
6048,7648,0,0.1,1.25,1.11,67.7,0.44299999999999995,261.0,24.0,1.01095,3.21,0.59,9.2,-1,9,
6049,7651,0,2.5,0.56,1.52,3.0,0.451,172.0,415.0,0.9971,3.36,,9.5,1,8,
